id,text_clean,label
569,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,ham
570,love it daddy will make you scream with pleasure i am going to slap your ass with my dick,ham
571,wot u wanna do then missy,ham
572,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,ham
573,do you know where my lab goggles went,ham
574,can you open the door,ham
575,waiting for your call,ham
576,nope i waiting in sch 4 daddy,ham
577,you have won 1 000 cash or a 2 000 prize to claim call09050000327,spam
578,i m tired of arguing with you about this week after week do what you want and from now on i ll do the same,ham
579,wait 4 me in sch i finish ard 5,ham
580,our mobile number has won 5000 to claim calls us back or ring the claims hot line on 09050005321,spam
581,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,ham
582,huh so early then having dinner outside izzit,ham
583,ok anyway no need to change with what you said,ham
584,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
585,my ex wife was not able to have kids do you want kids one day,ham
586,so how s scotland hope you are not over showing your jjc tendencies take care live the dream,ham
587,tell them u have a headache and just want to use 1 hour of sick time,ham
588,i dun thk i ll quit yet hmmm can go jazz yogasana oso can we can go meet em after our lessons den,ham
589,pete can you please ring meive hardly gotany credit,ham
590,ya srsly better than yi tho,ham
591,i m in a meeting call me later at,ham
592,for ur chance to win a 250 wkly shopping spree txt shop to 80878 t s c s www txt 2 shop com custcare 08715705022 1x150p wk,spam
593,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 t cs apply ag promo,spam
594,private your 2003 account statement for 07753741225 shows 800 un redeemed s i m points call 08715203677 identifier code 42478 expires 24 10 04,spam
595,you still at grand prix,ham
596,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz,ham
597,i am great how are you,ham
598,gud mrng dear have a nice day,ham
599,you have an important customer service announcement call freephone 0800 542 0825 now,spam
600,will do was exhausted on train this morning too much wine and pie you sleep well too,ham
601,i m going out to buy mum s present ar,ham
602,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian ocean d,ham
603,if u sending her home first it s ok lor i m not ready yet,ham
604,speaking of does he have any cash yet,ham
605,be happy there i will come after noon,ham
606,meet after lunch la,ham
607,take care n get well soon,ham
608,xclusive clubsaisai 2morow 28 5 soiree speciale zouk with nichols from paris free roses 2 all ladies info 07946746291 07880867867,spam
609,what i meant to say is cant wait to see u again getting bored of this bridgwater banter,ham
610,neva mind it s ok,ham
611,it s fine imma get a drink or somethin want me to come find you,ham
612,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222,spam
613,its a valentine game send dis msg to all ur friends if 5 answers r d same then someone really loves u ques which colour suits me the best rply me,ham
614,i have many dependents,ham
615,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon c,ham
616,i called and said all to him then he have to choose this future,ham
617,happy valentines day i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st,ham
618,he like not v shock leh cos telling shuhui is like telling leona also like dat almost all know liao he got ask me abt ur reaction lor,ham
619,for my family happiness,ham
620,i come n pick up come out immediately aft ur lesson,ham
621,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,ham
622,dear we got lt gt dollars hi hi,ham
623,good words but words may leave u in dismay many times,ham
624,make sure alex knows his birthday is over in fifteen minutes as far as you re concerned,ham
625,sorry no have got few things to do may be in pub later,ham
626,nah it s straight if you can just bring bud or drinks or something that s actually a little more useful than straight cash,ham
627,haha good to hear i m officially paid and on the market for an 8th,ham
628,how many licks does it take to get to the center of a tootsie pop,ham
629,yup i thk they r e teacher said that will make my face look longer darren ask me not 2 cut too short,ham
630,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com txt one name to 89693,spam
631,todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award,spam
632,please dont say like that hi hi hi,ham
633,thank u,ham
634,oh that was a forwarded message i thought you send that to me,ham
635,got it seventeen pounds for seven hundred ml hope ok,ham
636,dear voucher holder 2 claim this weeks offer at your pc go to ts cs apply 2 stop texts txt stop to 80062,spam
637,me n him so funny,ham
638,sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola,ham
639,when login dat time dad fetching home now,ham
640,what will we do in the shower baby,ham
641,i had askd u a question some hours before its answer,ham
642,well imma definitely need to restock before thanksgiving i ll let you know when i m out,ham
643,said kiss kiss i can t do the sound effects he is a gorgeous man isn t he kind of person who needs a smile to brighten his day,ham
644,probably gonna swing by in a wee bit,ham
645,ya very nice be ready on thursday,ham
646,allo we have braved the buses and taken on the trains and triumphed i mean we re in b ham have a jolly good rest of week,ham
647,watching cartoon listening music amp at eve had to go temple amp church what about u,ham
648,do you mind if i ask what happened you dont have to say if it is uncomfortable,ham
649,private your 2003 account statement for shows 800 un redeemed s i m points call 08715203694 identifier code 40533 expires 31 10 04,spam
650,no prob i will send to your email,ham
651,you have won 1 000 cash or a 2 000 prize to claim call09050000327 t c rstm sw7 3ss 150ppm,spam
652,thats cool sometimes slow and gentle sonetimes rough and hard,ham
653,i m gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday,ham
654,wait do you know if wesleys in town i bet she does hella drugs,ham
655,fine i miss you very much,ham
656,did u got that persons story,ham
657,tell them the drug dealer s getting impatient,ham
658,sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain i cant come to meet u but can send my care as msg to u gud evng,ham
659,you will be in the place of that man,ham
660,it doesnt make sense to take it there unless its free if you need to know more wikipedia com,ham
661,88800 and 89034 are premium phone services call 08718711108,spam
662,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words,ham
663,then mum s repent how,ham
664,sorry me going home first daddy come fetch later,ham
665,leave it de start prepare for next,ham
666,yes baby we can study all the positions of the kama sutra,ham
667,en chikku nange bakra msg kalstiya then had tea coffee,ham
668,carlos ll be here in a minute if you still need to buy,ham
669,this pay is lt decimal gt lakhs,ham
670,have a good evening ttyl,ham
671,did u receive my msg,ham
672,ho ho big belly laugh see ya tomo,ham
673,sms ac sun0819 posts hello you seem cool wanted to say hi hi stop send stop to 62468,spam
674,get ur 1st ringtone free now reply to this msg with tone gr8 top 20 tones to your phone every week just 1 50 per wk 2 opt out send stop 08452810071 16,spam
675,ditto and you won t have to worry about me saying anything to you anymore like i said last night you do whatever you want and i ll do the same peace,ham
676,i ve got lt gt any way i could pick up,ham
677,i dont knw pa i just drink milk,ham
678,maybe say hi to and find out if got his card great escape or wetherspoons,ham
679,piggy r u awake i bet u re still sleeping i m going 4 lunch now,ham
680,cause i m not freaky lol,ham
681,missed your call cause i was yelling at scrappy miss u can t wait for u to come home i m so lonely today,ham
682,what is this hex place you talk of explain,ham
683,log off 4 wat it s sdryb8i,ham
684,is xy going 4 e lunch,ham
685,hi i m sue i am 20 years old and work as a lapdancer i love sex text me live i m i my bedroom now text sue to 89555 by textoperator g2 1da 150ppmsg 18,spam
686,i wanted to ask to wait 4 me to finish lect cos my lect finishes in an hour anyway,ham
687,have you finished work yet,ham
688,every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni8,ham
689,dear me at cherthala in case u r coming cochin pls call bfore u start i shall also reach accordingly or tell me which day u r coming tmorow i am engaged ans its holiday,ham
690,thanks love but am i doing torch or bold,ham
691,forwarded from 448712404000 please call 08712404000 immediately as there is an urgent message waiting for you,spam
692,was the farm open,ham
693,sorry to trouble u again can buy 4d for my dad again 1405 1680 1843 all 2 big 1 small sat n sun thanx,ham
694,my sister in law hope you are having a great month just saying hey abiola,ham
695,will purchase d stuff today and mail to you do you have a po box number,ham
696,ah poop looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
697,good good job i like entrepreneurs,ham
698,aight you close by or still down around alex s place,ham
699,meet you in corporation st outside gap you can see how my mind is working,ham
700,mum ask to buy food home,ham
701,k u also dont msg or reply to his msg,ham
702,how much r willing to pay,ham
703,sorry i ll call later,ham
704,what is important is that you prevent dehydration by giving her enough fluids,ham
705,thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub,ham
706,true dear i sat to pray evening and felt so so i sms d you in some time,ham
707,i don t think i can get away for a trek that long with family in town sorry,ham
708,so when do you wanna gym harri,ham
709,quite late lar ard 12 anyway i wun b drivin,ham
710,to review and keep the fantastic nokia n gage game deck with club nokia go 2 www cnupdates com newsletter unsubscribe from alerts reply with the word out,spam
711,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt t cs,spam
712,height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he said if it is made by my students this wont even start datz confidence,ham
713,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,ham
714,08714712388 between 10am 7pm cost 10p,spam
715,save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,ham
716,he also knows about lunch menu only da i know,ham
717,when i have stuff to sell i ll tell you,ham
718,449071512431 urgent this is the 2nd attempt to contact u u have won 1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50,spam
719,book which lesson then you msg me i will call up after work or sth i m going to get specs my membership is px3748,ham
720,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on 08714712394 between 10am 7pm,spam
721,macha dont feel upset i can assume your mindset believe me one evening with me and i have some wonderful plans for both of us let life begin again call me anytime,ham
722,oh is it send me the address,ham
723,s fine anytime all the best with it,ham
724,that is wondar full flim,ham
725,ya even those cookies have jelly on them,ham
726,the world is running and i am still maybe all are feeling the same so be it or i have to admit i am mad then where is the correction or let me call this is life and keep running with the world may be u r also running lets run,ham
727,got it it looks scrumptious daddy wants to eat you all night long,ham
728,of cos can lar i m not so ba dao ok 1 pm lor y u never ask where we go ah i said u would ask on fri but he said u will ask today,ham
729,alright omw gotta change my order to a half8th,ham
730,exactly anyways how far is jide her to study or just visiting,ham
731,dunno y u ask me,ham
732,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen to email call 123,spam
733,no he didn t spring is coming early yay,ham
734,lol you won t feel bad when i use her money to take you out to a steak dinner d,ham
735,even u dont get in trouble while convincing just tel him once or twice and just tel neglect his msgs dont c and read it just dont reply,ham
736,leaving to qatar tonite in search of an opportunity all went fast pls add me in ur prayers dear rakhesh,ham
737,then why no one talking to me,ham
738,thanks for looking out for me i really appreciate,ham
739,hi customer loyalty offer the new nokia6650 mobile from only 10 at txtauction txt word start to no 81151 get yours now 4t ctxt tc 150p mtmsg,spam
740,wish i were with you now,ham
741,haha mayb u re rite u know me well da feeling of being liked by someone is gd lor u faster go find one then all gals in our group attached liao,ham
742,yes i will be there glad you made it,ham
743,do well all will for little time thing of good times ahead,ham
744,just got up have to be out of the room very soon i hadn t put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7 wahay another hour in bed,ham
745,ok there may be a free gym about,ham
746,men like shorter ladies gaze up into his eyes,ham
747,dunno he jus say go lido same time 930,ham
748,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl,ham
749,u are subscribed to the best mobile content service in the uk for 3 per 10 days until you send stop to 82324 helpline 08706091795,spam
750,is there a reason we ve not spoken this year anyways have a great week and all the best in your exam,ham
751,by monday next week give me the full gist,ham
752,do you realize that in about 40 years we ll have thousands of old ladies running around with tattoos,spam
753,you have an important customer service announcement from premier,spam
754,dont gimme that lip caveboy,ham
755,when did you get to the library,ham
756,realy sorry i don t recognise this number and am now confused who r u please,ham
757,so why didnt you holla,ham
758,cant think of anyone with spare room off top of my head,ham
759,faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas,ham
760,u should have made an appointment,ham
761,call me when you carlos is are here my phone s vibrate is acting up and i might not hear texts,ham
762,romantic paris 2 nights 2 flights from 79 book now 4 next year call 08704439680ts cs apply,spam
763,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,ham
764,urgent ur 500 guaranteed award is still unclaimed call 09066368327 now closingdate04 09 02 claimcode m39m51 1 50pmmorefrommobile2bremoved mobypobox734ls27yf,spam
765,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor,ham
766,wishing you and your family merry x mas and happy new year in advance,ham
767,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16 1 50perwksub,spam
768,i m nt goin got somethin on unless they meetin 4 dinner lor haha i wonder who will go tis time,ham
769,sorry i ll call later,ham
770,i cant pick the phone right now pls send a message,ham
771,lol i know they re so dramatic schools already closed for tomorrow apparently we can t drive in the inch of snow were supposed to get,ham
772,not getting anywhere with this damn job hunting over here,ham
773,lol u drunkard just doing my hair at d moment yeah still up 4 tonight wats the plan,ham
774,idc get over here you are not weaseling your way out of this shit twice in a row,ham
775,i wil be there with in lt gt minutes got any space,ham
776,just sleeping and surfing,ham
777,thanks for picking up the trash,ham
778,why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,ham
779,hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,ham
780,happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola,ham
781,that means get the door,ham
782,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,ham
783,hmmm i thought we said 2 hours slave not 3 you are late how should i punish you,ham
784,beerage,ham
785,you have an important customer service announcement from premier call freephone 0800 542 0578 now,spam
786,dont think so it turns off like randomlly within 5min of opening,ham
787,she was supposed to be but couldn t make it she s still in town though,ham
788,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,ham
789,ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100p sms,spam
790,5 free top polyphonic tones call 087018728737 national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub 08718727870,spam
791,gud mrng dear hav a nice day,ham
792,this is hoping you enjoyed your game yesterday sorry i ve not been in touch but pls know that you are fondly bein thot off have a great week abiola,ham
793,all e best 4 ur driving tmr,ham
794,y where u at dogbreath its just sounding like jan c that s al,ham
795,omg i want to scream i weighed myself and i lost more weight woohoo,ham
796,there generally isn t one it s an uncountable noun u in the dictionary pieces of research,ham
797,it s really getting me down just hanging around,ham
798,orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9996 offer ends 14thmarch t c s apply opt out availa,spam
799,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,ham
800,ok i msg u b4 i leave my house,ham
801,gimme a few was lt gt minutes ago,ham
802,last chance claim ur 150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 3 00 sub 16,spam
803,appt is at lt time gt am not my fault u don t listen i told u twice,ham
804,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates www getzed co uk pobox 36504 w45wq 16 norm150p tone,spam
805,you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php rg21 4jx,spam
806,k i ll be there before 4,ham
807,i dled 3d its very imp,ham
808,sure but make sure he knows we ain t smokin yet,ham
809,boooo you always work just quit,ham
810,i am taking half day leave bec i am not well,ham
811,ugh i don t wanna get out of bed it s so warm,ham
812,s s nervous lt gt,ham
813,so there s a ring that comes with the guys costumes it s there so they can gift their future yowifes hint hint,ham
814,congratulations ur awarded either 500 of cd gift vouchers free entry 2 our 100 weekly draw txt music to 87066 tncs www ldew com1win150ppmx3age16,spam
815,i borrow ur bag ok,ham
816,u were outbid by simonwatson5120 on the shinco dvd plyr 2 bid again visit sms ac smsrewards 2 end bid notifications reply end out,spam
817,where s my boytoy i miss you what happened,ham
818,he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up,ham
819,also are you bringing galileo or dobby,ham
820,then why you not responding,ham
821,boo babe u enjoyin yourjob u seemed 2 b gettin on well hunny hope ure ok take care i llspeak 2u soonlots of loveme xxxx,ham
822,good afternoon starshine how s my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,ham
823,on the road so cant txt,ham
824,smsservices for yourinclusive text credits pls goto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220 cm2 9ae,spam
825,25p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,spam
826,have a good evening ttyl,ham
827,hmm bits and pieces lol sighs,ham
828,hahaha use your brain dear,ham
829,hey you got any mail,ham
830,sorry light turned green i meant another friend wanted lt gt worth but he may not be around,ham
831,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,ham
832,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,spam
833,hi mate its rv did u hav a nice hol just a message 3 say hello coz haven t sent u 1 in ages started driving so stay off roads rvx,ham
834,dear voucher holder to claim this weeks offer at you pc please go to ts cs apply to stop texts txt stop to 80062,spam
835,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,ham
836,surely result will offer,ham
837,good morning my dear have a great amp successful day,ham
838,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam
839,sir i have been late in paying rent for the past few months and had to pay a lt gt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thanks,ham
840,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,spam
841,last chance 2 claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 3 00 sub 16 remove txt x or stop,spam
842,i luv u soo much u don t understand how special u r 2 me ring u 2morrow luv u xxx,ham
843,pls send me a comprehensive mail about who i m paying when and how much,ham
844,our prashanthettan s mother passed away last night pray for her and family,ham
845,urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18,spam
846,k k when are you going,ham
847,meanwhile in the shit suite xavier decided to give us lt gt seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit also i don t think doug realizes i don t live here anymore,ham
848,my stomach has been thru so much trauma i swear i just can t eat i better lose weight,ham
849,i am in office whats the matter msg me now i will call you at break,ham
850,yeah there s barely enough room for the two of us x has too many fucking shoes sorry man see you later,ham
851,today s offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 3 00 sub 16 unsub reply x,spam
852,u reach orchard already u wan 2 go buy tickets first,ham
853,i am real baby i want to bring out your inner tigress,ham
854,no da if you run that it activate the full version da,ham
855,ah poor baby hope urfeeling bettersn luv probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx,ham
856,stop the story i ve told him i ve returned it and he s saying i should not re order it,ham
857,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,spam
858,going to take your babe out,ham
859,hai ana tomarrow am coming on morning lt decimal gt ill be there in sathy then we ll go to rto office reply me after came to home,ham
860,spoons it is then okay,ham
861,did he just say somebody is named tampa,ham
862,in work now going have in few min,ham
863,your brother is a genius,ham
864,sorry i guess whenever i can get a hold of my connections maybe an hour or two i ll text you,ham
865,did u find out what time the bus is at coz i need to sort some stuff out,ham
866,dude ive been seeing a lotta corvettes lately,ham
867,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts cs www smsco net 1 50pm approx 3mins,spam
868,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don t matter,ham
869,private your 2003 account statement for 07808 xxxxxx shows 800 un redeemed s i m points call 08719899217 identifier code 41685 expires 07 11 04,spam
870,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,spam
871,what do u want for xmas how about 100 free text messages a new video phone with half price line rental call free now on 0800 0721072 to find out more,spam
872,well am officially in a philosophical hole so if u wanna call am at home ready to be saved,ham
873,its going good no problem but still need little experience to understand american customer voice,ham
874,i ll text you when i drop x off,ham
875,ugh its been a long day i m exhausted just want to cuddle up and take a nap,ham
876,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil lt gt,ham
877,shop till u drop is it you either 10k 5k 500 cash or 100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,spam
878,are you in castor you need to see something,ham
879,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 1 50 sp tyrone,spam
880,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094565,spam
881,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08,spam
882,reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content,spam
883,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after 2 you need to come home you need to getsleep and if anything you need to b studdying ear training,ham
884,i love to give massages i use lots of baby oil what is your fave position,ham
885,dude we should go sup again,ham
886,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,ham
887,gibbs unsold mike hussey,ham
888,i like to talk pa but am not able to i dont know y,ham
889,y dun cut too short leh u dun like ah she failed she s quite sad,ham
890,you unbelievable faglord,ham
891,wife how she knew the time of murder exactly,ham
892,why do you ask princess,ham
893,i am great princess what are you thinking about me,ham
894,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,ham
895,it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose 4 me one,ham
896,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,ham
897,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,ham
898,hope you are having a good week just checking in,ham
899,i m used to it i just hope my agents don t drop me since i ve only booked a few things this year this whole me in boston them in nyc was an experiment,ham
900,thursday night yeah sure thing we ll work it out then,ham
901,your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16,spam
902,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,ham
903,how is it possible to teach you and where,ham
904,i wonder if your phone battery went dead i had to tell you i love you babe,ham
905,lovely smell on this bus and it ain t tobacco,ham
906,we re all getting worried over here derek and taylor have already assumed the worst,ham
907,hey what s up charles sorry about the late reply,ham
908,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to 82468,spam
909,i ll give her once i have it plus she said grinule greet you whenever we speak,ham
910,white fudge oreos are in stores,ham
911,january male sale hot gay chat now cheaper call 08709222922 national rate from 1 5p min cheap to 7 8p min peak to stop texts call 08712460324 10p min,spam
912,my love how come it took you so long to leave for zaher s i got your words on ym and was happy to see them but was sad you had left i miss you,ham
913,i am sorry it hurt you,ham
914,can t i feel nauseous i m so pissed i didn t eat any sweets all week cause today i was planning to pig out i was dieting all week and now i m not hungry,ham
915,ok lor but not too early me still having project meeting now,ham
916,call me da i am waiting for your call,ham
917,i could ask carlos if we could get more if anybody else can chip in,ham
918,was actually about to send you a reminder today have a wonderful weekend,ham
919,when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,ham
920,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,ham
921,dont talk to him ever ok its my word,ham
922,when u wana see it then,ham
923,on ma way to school can you pls send me ashley s number,ham
924,it shall be fine i have avalarr now will hollalater,ham
925,she went to attend another two rounds today but still did t reach home,ham
926,actually i deleted my old website now i m blogging at magicalsongs blogspot com,ham
927,k wait chikku il send aftr lt gt mins,ham
928,but i m on a diet and i ate 1 too many slices of pizza yesterday ugh i m always on a diet,ham
929,k i will give my kvb acc details,ham
930,oh all have to come ah,ham
931,money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy,spam
932,i m really sorry i won t b able 2 do this friday hope u can find an alternative hope yr term s going ok,ham
933,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,ham
934,so do you have samus shoulders yet,ham
935,what time you think you ll have it need to know when i should be near campus,ham
936,dear matthew please call 09063440451 from a landline your complimentary 4 lux tenerife holiday or 1000 cash await collection ppm150 sae t cs box334 sk38xh,spam
937,then dun wear jeans lor,ham
938,since when which side any fever any vomitin,ham
939,k k are you in college,ham
940,urgent call 09061749602 from landline your complimentary 4 tenerife holiday or 10 000 cash await collection sae t cs box 528 hp20 1yf 150ppm 18,spam
941,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,ham
942,no we sell it all so we ll have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,ham
943,theyre doing it to lots of places only hospitals and medical places are safe,ham
944,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community 150p sms,spam
945,and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
946,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,ham
947,i cant wait to see you how were the photos were useful,ham
948,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p msg cc 08718720201 po box 114 14 tcr w1,spam
949,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,ham
950,chk in ur belovd ms dict,ham
951,is that what time you want me to come,ham
952,awesome lemme know whenever you re around,ham
953,shb b ok lor thanx,ham
954,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,ham
955,also remember to get dobby s bowl from your car,ham
956,filthy stories and girls waiting for your,spam
957,sorry i now then c ur msg yar lor so poor thing but only 4 one night tmr u ll have a brand new room 2 sleep in,ham
958,love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,ham
959,welp apparently he retired,ham
960,my sort code is and acc no is the bank is natwest can you reply to confirm i ve sent this to the right person,ham
961,where,ham
962,u sure u can t take any sick time,ham
963,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,spam
964,watching cartoon listening music amp at eve had to go temple amp church what about u,ham
965,yo chad which gymnastics class do you wanna take the site says christians class is full,ham
966,are you this much buzy,ham
967,or better still can you catch her and let ask her if she can sell lt gt for me,ham
968,i am not sure about night menu i know only about noon menu,ham
969,what do u want when i come back a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see no one can give you that dont call me i will wait till i come,ham
970,are you willing to go for aptitude class,ham
971,it wont b until 2 15 as trying 2 sort house out is that ok,ham
972,yar lor he wan 2 go c horse racing today mah so eat earlier lor i ate chicken rice u,ham
973,haha awesome omw back now then,ham
974,yup i thk so until e shop closes lor,ham
975,what is your account number,ham
976,eh u send wrongly lar,ham
977,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch thanx but u wait til nxt time il ave ya,ham
978,ok i shall talk to him,ham
979,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham
980,hey you can pay with salary de only lt gt,ham
981,another month i need chocolate weed and alcohol,ham
982,if he started searching he will get job in few days he have great potential and talent,ham
983,reckon need to be in town by eightish to walk from carpark,ham
984,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid your mates play java games dload polyph music noline rentl,spam
985,look at the fuckin time what the fuck you think is up,ham
986,yo guess what i just dropped,ham
